,author,title,description,url,urlToImage,publishedAt,content,source.name,category
0,Luz Pena,"San Francisco, San Mateo counties move to most restrictive purple tier amid coronavirus case surge - KGO-TV","A spike in COVID-19 cases pushed San Francisco and San Mateo counties into the state's purple tier on Saturday, joining most of the region and California in rolling back non-essential indoor activities like fitness, worship, movie theaters and museums.",https://abc7news.com/coronavirus-covid-19-san-francisco-mateo-county/8337937/,"https://cdn.abcotvs.com/dip/images/8346123_112820-kgo-san-mateo-outdoor-dining-img_Image_17-23-53,00.jpg?w=1600",2020-11-29T05:03:45Z,SAN FRANCISCO (KGO) -- After weeks of holding on by a thread San Francisco and San Mateo County is officially in the most restrictive purple tier. Mayor London Breed described the spike in COVID-19 c,KGO-TV,business
1,Elizabeth Elizalde,Man arrested for refusing to wear mask on Delta flight from Salt Lake City - New York Post ,"A man was arrested after refusing to wear a face mask on a Delta Air Lines flight that was heading from Salt Lake City to San Francisco, authorities said. Joshua Colby Council, 44, was rushing to b…",https://nypost.com/2020/11/28/man-arrested-for-refusing-to-wear-mask-on-delta-flight/,https://nypost.com/wp-content/uploads/sites/2/2020/11/delta-maskless-passenger.jpg?quality=90&strip=all&w=1024,2020-11-29T03:34:00Z,"A man was arrested after refusing to wear a face mask on a Delta Air Lines flight that was heading from Salt Lake City to San Francisco, authorities said.
Joshua Colby Council, 44, was rushing to bo",New York Post,business
2,Tanisha Pina,"Ugg Black Friday Sale: 36 Of The Best Ugg Deals For Women, Men And Kids - Forbes","From discounts on Ugg's site to major deals you can score at Zappos, Nordstrom and more, here are the 36 best Black Friday Ugg deals you can find right now.",https://www.forbes.com/sites/forbes-personal-shopper/2020/11/28/ugg-black-friday-sale-best-ugg-deals/,https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5fc31318cc35ebb282b7814f%2F0x0.jpg%3FcropX1%3D0%26cropX2%3D3455%26cropY1%3D0%26cropY2%3D2591,2020-11-29T03:07:00Z,"This story is part of the Forbes Shopping guide to Black Friday and Cyber Monday, where well be tracking the best deals all month long. Black Friday has come and gone, but the sales in the weekend be",Forbes,business
3,Tracy Connor,Utah's Desert Monolith Mysteriously Vanishes - The Daily Beast,It was only discovered a week ago!,https://www.thedailybeast.com/utahs-desert-monolith-mysteriously-vanishes,"https://img.thedailybeast.com/image/upload/c_crop,d_placeholder_euli9k,h_338,w_600,x_0,y_187/dpr_2.0/c_limit,w_740/fl_lossy,q_auto/v1606620054/128214292_3816313021734336_189319426184215764_n_phv3ed",2020-11-29T03:04:12Z,"Utahs mysterious metallic monolith, which made headlines after wildlife workers spotted it in the desert during a sheep-counting flyover, has vanished. The Salt Lake Tribune reports that the only thi",Daily Beast,business
4,Lindsey Ellefson,"Trump Calls Fox News ‘Unwatchable, Especially During Weekends’ Day Before His Fox News Interview - Yahoo Entertainment","Donald Trump was again in the mood to trash his once-beloved Fox News, Saturday calling it “unwatchable, especially during weekends”… just a day before his...",https://www.yahoo.com/entertainment/trump-calls-fox-news-unwatchable-025800064.html,https://s.yimg.com/uu/api/res/1.2/axqiPHfOYD7TxG.YfzNYdA--~B/aD00MDA7dz02MTg7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-US/thewrap.com/a7d56f5e9e7457ba81a71e30751038f9,2020-11-29T02:58:00Z,"Donald Trump was again in the mood to trash his once-beloved Fox News, Saturday calling it unwatchable, especially during weekends just a day before his scheduled interview on that very networks Sund",Yahoo Entertainment,business
5,John Domol,Tow truck driver helps rescue Wyoming crash victim - WOODTV.com,Thanksgiving had just wrapped up. And then his shift took a turn.,https://www.woodtv.com/news/kent-county/tow-truck-driver-helps-rescue-wyoming-crash-victim/,https://www.woodtv.com/wp-content/uploads/sites/51/2020/11/Brandon-Dexter-tow-truck-driver-11282020.jpg?w=1280,2020-11-29T02:48:00Z,"GRAND RAPIDS, Mich. (WOOD) Tow truck operator Brandon Dexter sprung to action and played a pivotal part in saving a life after a speeding vehicle crashed into a Wyoming home.
“Couple of drivers and ",WOODTV.com,business
6,NBC New York,New York's 29 Micro-Cluster Zones Bring Statewide Positivity Near 4% - NBC New York,New York’s statewide positivity rate for the coronavirus rose to a new high for the fall season aided by the increase in the state’s 29 different…,https://www.nbcnewyork.com/news/coronavirus/new-yorks-29-micro-cluster-zones-bring-statewide-positivity-near-4/2749894/,https://media.nbcnewyork.com/2020/11/106803058-1606490815416-gettyimages-1229764827-NEW_YORK_VIRUS.jpeg?resize=1200%2C675,2020-11-29T02:07:00Z,New York's statewide positivity rate for the coronavirus rose to a new high for the fall season aided by the increase in the state's 29 different micro-cluster zones -- the highest zone held a 7-day ,NBC New York,business
7,Clifford Colby,"If a stimulus package doesn't pass soon, here's what Biden could do - CNET","If there's no bill before President-elect Joe Biden takes office on Jan. 20, he has a few available moves.",https://www.cnet.com/personal-finance/if-a-stimulus-package-doesnt-pass-soon-heres-what-biden-could-do/,https://cnet3.cbsistatic.com/img/UAcVJdWMYRge7BIvJlEXSnfXe9w=/1200x630/2020/11/03/230c58bc-9a53-4283-b65e-a66b3bf54ba0/017-cash-stimulus-bill-help-americans-poverty-last-dollar-torn-apart-election.jpg,2020-11-29T02:00:04Z,"How much aid could President-elect Joe Biden provide through executive orders?
CNET Staff
When it comes to the highly contentious stimulus bill still under debate among the nation's top leaders, th",CNET,business
8,Kaelan Deese,Top consulting firm McKinsey suggested Purdue Pharma give pharmacies rebates for OxyContin overdoses | TheHill - The Hill,"One of the most prestigious consulting firms in the world, McK...",https://thehill.com/policy/healthcare/legal-challenges/527839-top-consulting-firm-mckinsey-suggested-purdue-pharma-give,https://thehill.com/sites/default/files/purduepharma_040219getty.jpg,2020-11-29T01:53:11Z,"One of the most prestigious consulting firms in the world, McKinsey &amp; Company, advised Purdue Pharma to give pharmacy companies rebates for OxyContin overdoses in 2017, according to records relea",The Hill,business
9,Hannah Freedman,Lululemon Cyber Monday 2020 deals: Over 50% off leggings & more - Business Insider - Business Insider,"Lululemon rarely has sales, but right now you can save up to almost 60% off cult-favorite styles like the Wunder Under leggings and the Align pant.",https://www.businessinsider.com/lululemon-cyber-monday-sale-2020-11,https://i.insider.com/5fbc12b132f2170011f70b73?width=1200&format=jpeg,2020-11-29T01:23:34Z,"When you buy through our links, we may earn money from our affiliate partners. Learn more.
Cyber Monday 2020 is here, and Lululemon is among the brands currently offering huge discounts. Lululemon h",Business Insider,business
10,New York Post,NYC bar in COVID-19 hotspot refuses to shut down after state yanks liquor license - Fox News,"A Staten Island pub located in a coronavirus hot spot is stealing a page from Seattle’s anarchist cookbook, declaring itself an “autonomous zone,” free from the public-safety restrictions its owners say they will refuse to abide by.",https://www.foxnews.com/us/nyc-bar-covid-19-hotspot-refuses-shut-down-liquor-license,https://static.foxnews.com/foxnews.com/content/uploads/2020/11/AP20330248517840.jpg,2020-11-29T01:22:05Z,"It’s an “open” rebellion.
A Staten Island pub located in a coronavirus hot spot is stealing a page from Seattle’s anarchist cookbook, declaring itself an “autonomous zone,” free from the public-safe",Fox News,business
11,,"Tony Hsieh, retired Zappos CEO, dies at 46 after house fire - New Haven Register","LAS VEGAS (AP) - Tony Hsieh, the retired CEO of Las Vegas-based online shoe retailer Zappos.com, who spent years working to transform the city's downtown area, has died. He was 46. 
 Hsieh was with family when he died Friday, according to DTP Companies, which…",https://www.nhregister.com/business/article/Tony-Hsieh-retired-Zappos-CEO-dies-at-46-15759435.php,https://s.hdnux.com/photos/01/15/40/60/20319245/15/rawImage.jpg,2020-11-29T00:59:00Z,"<ul><li>FILE - In this Sept. 30, 2013, file photo, Tony Hsieh speaks during a Grand Rapids Economic Club luncheon in Grand Rapids, Mich. Hsieh, retired CEO of Las Vegas-based online shoe retailer Zap",New Haven Register,business
12,Alexandra Del Rosario,"L.A. County Coronavirus Update: Public Health Director Confirms 3,143 New Cases; Explains Dangers Of Holiday Season: “Dead People Don’t Get A Second Chance” - Deadline","Los Angeles residents may have trudged through the Thanksgiving holiday during the Covid-19 pandemic, but Los Angeles Public Health director Dr. Barbara Ferrer said Saturday that the county’s far from in the clear. During a press briefing, Ferrer confirmed a …",https://deadline.com/2020/11/l-a-county-coronavirus-update-public-health-confirms-3143-new-cases-dangers-of-holiday-season-1234622760/,https://deadline.com/wp-content/uploads/2020/11/Covid-Testing-Los-Angeles-County.jpg?w=1024,2020-11-28T23:40:00Z,"Los Angeles residents may have trudged through the Thanksgiving holiday during the Covid-19 pandemic, but Los Angeles Public Health director Dr. Barbara Ferrer said Saturday that the county’s far fro",Deadline,business
13,Chelsea Moreno,$50K reward offered for information leading to arrest of suspects accused of robbing USPS worker in Cedar Park - KXAN.com,The Cedar Park Police Department is investigating a robbery of a United States Postal Service worker on Saturday.,https://www.kxan.com/news/local/williamson-county/50k-reward-offered-for-information-leading-to-arrest-of-suspects-accused-of-robbing-usps-worker-in-cedar-park/,https://www.kxan.com/wp-content/uploads/sites/40/2020/04/uspsshipping_37361923_ver1.0.jpg?w=1280,2020-11-28T23:17:00Z,"CEDAR PARK, Texas (KXAN) The Cedar Park Police Department is investigating a robbery of a United States Postal Service worker on Saturday. 
It happened around 9:45 a.m. at the mailbox collection are",KXAN.com,business
14,Emily Davies,Small Business Saturday spotlights pandemic-inspired entrepreneurship - The Washington Post,Local businesses get creative as coronavirus closures continue to hit small merchants hard.,https://www.washingtonpost.com/local/small-business-saturday-dc/2020/11/28/f50f3a56-31b5-11eb-860d-f7999599cbc2_story.html,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/Z2PI63BRWQI6XHOWFUAXTGAXDE.jpg&w=1440,2020-11-28T22:23:00Z,"This years Small Business Saturday, an annual shopping holiday meant to support independent and local businesses, comes at a critical time for merchants across the nation. They are nine months into t",The Washington Post,business
15,Ben Unglesbee,Winners and losers of Black Friday 2020 - Retail Dive,"Online sales, curbside and store pickup have all surged as a sales event defined by the pandemic took shape.",https://www.retaildive.com/news/winners-and-losers-of-black-friday-2020/589634/,https://www.retaildive.com/user_media/cache/04/d3/04d332fe14711d473ad80802fa3ffb5b.jpg,2020-11-28T21:30:29Z,"Black Friday 2020 was always going to be different. 
Masks, socially distanced lines, limited t traffic in stores Black Friday this year was different both structurally and visually.
This year, ",Retail Dive,business
16,"Staff, Marilyn Parker","More than 6,000 new COVID-19 cases reported as Florida closes in on 1 million total - WJXT News4JAX ","With an increase of more than 6,000 new COVID-19 cases reported on Saturday, Florida is on track to surpass 1 million cases of the virus by early next week -- the third state in the nation to reach that dubious milestone.",https://www.news4jax.com/news/florida/2020/11/28/more-than-6000-new-covid-19-cases-reported-as-florida-closes-in-on-1-million-total/,https://www.news4jax.com/resizer/0dfMHRCSNyvswZHg0PgMJBlcDds=/1600x900/smart/filters:format(jpeg):strip_exif(true):strip_icc(true):no_upscale(true):quality(65)/d1vhqlrjc8h82r.cloudfront.net/11-29-2020/t_32903c465f1f4cf589e47b588e48ba80_name_image.jpg,2020-11-28T21:28:00Z,"JACKSONVILLE, Fla. With an increase of more than 6,000 new COVID-19 cases reported on Saturday, Florida is on track to surpass 1 million cases of the virus by early next week -- the third state in th",WJXT News4JAX,business
17,Rose Maura Lorre,"Best Black Friday and Cyber Monday Vacuum Deals from Dyson, Roomba, and Shark - The New York Times","The best Black Friday vacuum sales from Amazon, Walmart and Target, including Cyber Monday Dyson stick vacuum deals and Roomba robot vacuum deals.",https://www.nytimes.com/wirecutter/money/black-friday-cyber-monday-vacuum-deals-2020/,https://cdn.thewirecutter.com/wp-content/media/2020/10/cordlessstickvacs-2048px-00845.jpg?auto=webp&quality=60&crop=1.91:1&width=1200,2020-11-28T21:22:46Z,"Weve tested dozens of robot vacuums over almost a decade, and yes, they actually work. Our favorite robot vacuums are made by Roomba, Eufy, and Roborock. In a nutshell: Roombas are dependable and gre",New York Times,business
18,https://www.facebook.com/kslcom/,"Saturday update shows 2043 new coronavirus cases, 14 deaths in Utah - KSL.com","The figures bring Utah to 192,087 total confirmed cases and 863 deaths since the pandemic began.",https://www.ksl.com/article/50057323/saturday-update-shows-2043-new-coronavirus-cases-14-deaths-in-utah,https://img.ksl.com/slc/2801/280135/28013589.jpeg?filter=ksl/responsive_story_lg,2020-11-28T20:39:52Z,"SALT LAKE CITY The Utah Department of Health is reporting 2,043 new test-confirmed cases of COVID-19 and 14 deaths from the disease Saturday in its daily coronavirus numbers update.
The figures brin",KSL.com,business
19,Stephen T. Watson News Staff Reporter,"Erie County officials cheer lower Covid-19 case, positivity data - Buffalo News","""Better news on new Covid-19 cases compared to recent days,"" County Executive Mark Poloncarz said Saturday in a tweet.",https://buffalonews.com/news/local/erie-county-officials-cheer-lower-covid-19-case-positivity-data/article_10ebab52-31ab-11eb-b0b8-d34d49a38b75.html,https://bloximages.chicago2.vip.townnews.com/buffalonews.com/content/tncms/assets/v3/editorial/6/37/63768a86-31b0-11eb-8e79-5353e2b07409/5fb587630b3dd.image.jpg?crop=1600%2C900%2C0%2C82&resize=1120%2C630&order=crop%2Cresize,2020-11-28T19:45:00Z,"The orange zone, imposed on Nov. 18, covers Buffalo and its largest suburbs. The less-restrictive ""yellow zone"" that covers the county's more rural communities had an average Covid-19 positive rate o",Buffalo News,business
20,Kym Pokorny | For The Oregonian/OregonLive,How to choose an Oregon Christmas tree in 2020 and keep it fresh - oregonlive.com,The coronavirus pandemic has changed tree sales this year; here's what you need to know.,https://www.oregonlive.com/hg/2020/11/how-to-choose-an-oregon-christmas-tree-in-2020-and-keep-it-fresh.html,https://www.oregonlive.com/resizer/RTrjruBR3noqB9jVxaS7CZp3hYk=/1280x0/smart/cloudfront-us-east-1.images.arcpublishing.com/advancelocal/2AERRSPMFNC4POPU2P2BXLEUTY.jpg,2020-11-28T19:39:00Z,"CORVALLIS The COVID-19 pandemic has changed the landscape of Christmas tree sales in Oregon this year, according to Oregon State University Extensions Christmas tree specialist.
Supply should still ",OregonLive,business
21,Bay City News,Millbrae's beloved Pancake House closing due to COVID-19 restrictions - KTVU San Francisco,"The restaurant will reopen in 2021, an exact date was not announced.",https://www.ktvu.com/news/millbraes-beloved-pancake-house-closing-due-to-covid-19-restrictions,https://images.foxtv.com/static.ktvu.com/www.ktvu.com/content/uploads/2020/11/1280/720/fc42ea2a-Image-from-iOS.jpg?ve=1&tl=1,2020-11-28T19:35:21Z,"MILLBRAE, Calif. - A landmark Millbrae restaurant, which has been serving up breakfast every day without interruption since 1959, is the latest business establishment to shutter operations because of",KTVU San Francisco,business
22,Amy Cherry,Mall d courts capped at 100 after public outcry over photographs showing crowds on Black Friday - WDEL 1150AM,Photographs of a crowded d court at Christiana Mall on Black Friday are drawing criticism on social media and leading to a public health response.,https://www.wdel.com/news/mall-d-courts-capped-at-100-after-public-outcry-over-photographs-showing-crowds-on-black/article_a2778cde-31a7-11eb-87d4-279f4ecc14d5.html,https://bloximages.newyork1.vip.townnews.com/wdel.com/content/tncms/assets/v3/editorial/c/9c/c9c1d26c-31a8-11eb-8ee3-87dddd936c92/5fc299055b4a4.image.jpg?resize=713%2C534,2020-11-28T18:43:00Z,"Photographs of a crowded d court at Christiana Mall on Black Friday are drawing criticism on social media and leading to a public health response.
Effective immediately, d courts are now restr",WDEL 1150AM,business
23,"Medea Giordano, Gear Team","The 12 Best Mattress Deals for Black Friday (2020): Helix, Purple, Allswell - WIRED","We test mattresses here at WIRED, and we have strong opinions on them. We think Black Friday is one of the better times to buy one, if you're in the market. Some of our favorite models are discounted.",https://www.wired.com/story/best-black-friday-mattress-deals-3-2020/,"https://media.wired.com/photos/5fbbf187faa80124fe583192/191:100/w_1280,c_limit/mattress.png",2020-11-28T18:33:00Z,"Allswell (made by Walmart) has nice mattresses for the price. The Luxe is similar to the Standard Hybrid (which is not currently on sale, but still only $375), with three extra layers of foam and a p",Wired,business
24,,"PS5 craze: Videos show Black Friday crowds, shoppers tumbling to ground while running to GameStop to snag Playstation 5 - WPVI-TV","While 2020's Black Friday was tamer than its predecessors, some shoppers braved cold weather and risked facing crowds amid the COVID-19 pandemic so they could be the first to snag the brand new Playstation 5.",https://6abc.com/ps5-crowds-black-friday-playstation-5/8330063/,https://cdn.abcotvs.com/dip/images/8330604_112820-cc-ps5-craze-img.png?w=1600,2020-11-28T18:32:30Z,"FORT MYERS, Fla. -- While 2020's Black Friday was tamer than its predecessors, some shoppers braved cold weather and risked facing crowds amid the COVID-19 pandemic so they could be the first to snag",WPVI-TV,business
25,NBC4 Staff,"Coronavirus in Ohio Saturday update: State surpasses 400,000 cases - NBC4 WCMH-TV","COLUMBUS (WCMH) — The Ohio Department of Health released the latest case numbers in the state’s fight against the COVID-19 coronavirus. As of Nov. 28, a total of 406,703 (+6,895) cases have been reported in Ohio since the pandemic began, leading to 6,378 (+32…",https://www.nbc4i.com/community/health/coronavirus/daily-updates/coronavirus-in-ohio-saturday-update-state-to-release-latest-covid-19-case-numbers-2/,https://www.nbc4i.com/wp-content/uploads/sites/18/2020/08/CORONAVIRUS-UPDATE-MON-1-4-e1587319062324-7-9.jpg?w=1280,2020-11-28T18:31:00Z,"COLUMBUS (WCMH) The Ohio Department of Health released the latest case numbers in the state’s fight against the COVID-19 coronavirus.
As of Nov. 28, a total of 406,703 (+6,895) cases have been repor",NBC4 WCMH-TV,business
26,John Gonzalez | gonzo@mlive.com,12 small breweries in Michigan making tasty beer - MLive.com,"Small Brewery Sunday is Sunday, Nov. 29, 2020.",https://www.mlive.com/michigansbest/2020/11/12-small-breweries-in-michigan-making-tasty-beer.html,https://www.mlive.com/resizer/qiZCmxLYm2VW_WOGbUVVa91YT9w=/1280x0/smart/cloudfront-us-east-1.images.arcpublishing.com/advancelocal/YRL66X2CHVGMLMZIRHNIBQWIYU.jpg,2020-11-28T18:00:00Z,"Its that time of the year when each day has a DAY!
You know: Black Friday, Small Business Saturday, Cyber Monday and Giving Tuesday.
But what about Sunday? Well, it turns out that Nov. 29 is Small ",mlive.com,business
27,Shalini Nagarajan,What Janet Yellen's appointment as US Treasury Secretary would mean for markets - Business Insider,"Markets seem to have confidence in Biden's choice for Treasury Secretary, as evidenced by the record-breaking rally on Wall Street this week.",https://www.businessinsider.com/janet-yellen-appointment-treasury-secretary-means-for-markets-2020-11,https://images2.markets.businessinsider.com/5fbe9f6a037cbd0018612573?format=jpeg,2020-11-28T18:00:00Z,"AP Images
Janet Yellen is President-Elect Joe Biden's apparent selection as Treasury Secretary.
If her nomination is confirmed by the Senate, she would be the first woman to have led the Federal Re",Business Insider,business
28,Hannah Eason,Richmond man arrested for robberies of West End grocery stores - WWBT NBC12 News,One Richmond man is in police custody after being connected to robberies in the West End of Richmond.,https://www.nbc12.com/2020/11/28/richmond-man-arrested-robberies-west-end-grocery-stores/,https://www.nbc12.com/resizer/i30n8P2riJfCwCPfUB8xV6-K33U=/1200x0/cloudfront-us-east-1.images.arcpublishing.com/raycom/5GRRGTMCHJF4ZH2FEEZUCN7VHY.png,2020-11-28T17:32:00Z,"HENRICO COUNTY, Va. (WWBT) - One Richmond man is in police custody after being connected to robberies in the West End of Richmond.
Police say Michael Bolling Bishop, 47, of Richmond, visited grocery",WWBT NBC12 News,business
29,"Keely Arthur, Lucas Nelson, Chad Flowers, Heather Leah",'Y'all are gonna kill each other:' Protesters from across political spectrum clash at Governor's Mansion - WRAL.com,"Protesters from NC Born, ReOpenNC, the Proud Boys and other groups from across the political spectrum clashed for hours in downtown Raleigh on Saturday.",https://www.wral.com/y-all-are-gonna-kill-each-other-protesters-from-across-political-spectrum-clash-at-governor-s-mansion/19405299/,https://wwwcache.wral.com/asset/news/local/2020/11/28/19405329/clash-DMID1-5p0jzqj5i-640x480.jpg,2020-11-28T17:11:00Z,"By Keely Arthur, WRAL reporter, and Heather Leah, WRAL multiplatform producer
Raleigh, N.C. — Protesters from NC Born, ReOpenNC, the Proud Boys and other groups from across the political spectrum cl",WRAL.com,business
30,Adam Uren,"Minnesota's COVID-19 count for Thursday and Friday shows 9,000 cases, 45 deaths - Bring Me The News",MDH released figures from two days due to Thanksgiving.,https://bringmethenews.com/minnesota-news/minnesotas-covid-19-count-for-thursday-and-friday-show-9000-cases-45-deaths,https://bringmethenews.com/.image/t_share/MTc2ODM4NDgyNDMyMzcwMjU5/49994886427_34f3b04af6_k.jpg,2020-11-28T17:09:05Z,"After the high of 101 reported Wednesday, there was a significant drop in deaths from COVID-19 recorded in Minnesota on Thursday and Friday.
The Minnesota Department of Health reported 45 deaths on ",Bring Me The News,business
31,WNEP Web Staff,"COVID-19 update for Saturday, November 28 - WNEP Scranton/Wilkes-Barre","There are more than 8,000 new cases statewide.",https://www.wnep.com/article/news/health/coronavirus/covid-19-update-for-november-28/523-9a360085-3adc-48f2-a95a-cf902ed4ce24,https://media.tegna-media.com/assets/WNEP/images/39ed8fff-dce8-4a7e-8af0-835047b013c5/39ed8fff-dce8-4a7e-8af0-835047b013c5_1140x641.jpg,2020-11-28T17:04:00Z,"PENNSYLVANIA, USA The Pennsylvania Department of Health today confirmed there were 8,053 additional positive cases of COVID-19, bringing the statewide total to 351,667.
 As of 11:59 p.m., Friday, No",wnep.com,business
32,Adrianna Barrionuevo,"Deal alert: The $130 Instant Pot Aura is down to $60 on Amazon, today only - Yahoo Lifestyle",Score the Instant Pot with built-in sous vide for over 50 percent off—the lowest price ever!,https://www.yahoo.com/lifestyle/repub-instant-pot-aura-pro-sale-214622470-164742874.html,https://s.yimg.com/os/creatr-uploaded-images/2020-07/6694e810-d04f-11ea-bfae-8268c2d8de24,2020-11-28T16:47:00Z,"Yahoo Life is committed to finding you the best products at the best prices. We may receive a share from purchases made via links on this page. Pricing and availability are subject to change.
Instan",Yahoo Entertainment,business
33,Eyewitness News,NJ Coronavirus: Newark task force shuts down 8 businesses for COVID violations - WABC-TV,"within the first two days of Mayor Baraka's 10-day lockdown, the Newark's COVID-19 Task Force issued eight summonses to businesses that violated Governor Phil Murphy's Executive Order.",https://abc7ny.com/newark-covid-restrictions-violations-ras-baraka-lockdown/8330789/,https://cdn.abcotvs.com/dip/images/8331218_baraka-edit.jpg?w=1600,2020-11-28T16:00:41Z,"NEWARK, New Jersey (WABC) -- Newark Mayor Ras Baraka announces eight businesses have been cited for COVID violations.The mayor was and Public Safety Director Anthony Ambrose made the announcement on ",WABC-TV,business
34,Katherine Blunt,Solar Power Booms in Texas - The Wall Street Journal,"The state, a leader in wind energy, will be home to the nation’s largest solar farm, part of an expected surge in development",https://www.wsj.com/articles/solar-power-booms-in-texas-11606579200,https://images.wsj.net/im-263872/social,2020-11-28T16:00:00Z,"Wind power made Texas the leading renewable-energy producer in the U.S. Now solar is fast catching up.
Invenergy LLC broke ground this year on a $1.6 billion solar farm northeast of Dallas that is e",The Wall Street Journal,business
35,Elizabeth Yuko,Celebrate Small Business Saturday by Shopping at Independent Retailers - Lifehacker,You'll find something for everyone on your list.,https://lifehacker.com/celebrate-small-business-saturday-by-shopping-at-indepe-1845766882,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/navtkmbty9vekpb2fbdk.jpg",2020-11-28T16:00:00Z,"The holiday shopping season, like everything else, is looking a little different this year. Sure, there were still people at malls at 6 a.m. yesterday for Black Friday sales, but nothing compared to ",Lifehacker.com,business
36,Natalie Colarossi,Big Boy Restaurant Chain Threatens Legal Action Against Franchisee for Violating Michigan's COVID Orders - Newsweek,"Chief Operating Officer of Big Boy Restaurant Group Bob Scavo disavowed the local restaurant, calling it a ""rogue franchisee.""",https://www.newsweek.com/big-boy-restaurant-chain-threatens-legal-action-against-franchisee-violating-michigans-covid-1550917,https://d.newsweek.com/en/full/1678110/big-boy-mascot.jpg,2020-11-28T14:23:44Z,"A Big Boy restaurant in Sandusky, Michigan faces legal consequences for violating COVID-19 state orders by staying open for indoor dining, and will be forced to drop its name and affiliation with its",Newsweek,business
37,People Staff,"Arnold Schwarzenegger Takes a Bike Ride Around LA, Plus Derek & Julianne Hough, Loni Love and More - Yahoo Entertainment","From Hollywood to New York and everywhere in between, see what your favorite stars are up to",https://people.com/celebrity/star-tracks-saturday-november-28-2020/,https://s.yimg.com/uu/api/res/1.2/dp_V.sKbgAyp9im.22Kzjg--~B/aD0yMDAwO3c9MTMzMzthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/people_218/7510fa985af64568fe852fcb69fb5ded,2020-11-28T11:00:00Z,Peacock has apologized for a Saved by the Bell episode that used Selena Gomezs kidney transplant for a few jokes and is putting its money where its mouth is.A spokesperson for NBCs streaming platform,PEOPLE,business
38,Atlanta Journal-Constitution,Trump’s runoff rally forces question: How much will he help Loeffler and Perdue? - Raw Story,ATLANTA — President Donald Trump’s decision to visit Georgia next week was celebrated as a “Thanksgiving miracle” by the Republican U.S. Senate runoff candidates. But his trip will test how they balance his unsubstantiated claims of widespread voter fraud wit…,https://www.rawstory.com/2020/11/trumps-runoff-rally-forces-question-how-much-will-he-help-loeffler-and-perdue/,https://www.rawstory.com/wp-content/uploads/2020/11/1692373-origin_1.jpg,2020-11-28T10:47:52Z,"Enjoy good journalism?
 then let us make a small request. The COVID crisis has slashed advertising rates, and we need your help. Like you, we here at Raw Story believe in the power of progressive jo",Raw Story,business
39,Dan Nakaso,Hawaii Lt. Gov. Josh Green offers way to ‘perfect’ COVID-19 testing - Honolulu Star-Advertiser,"The way to “perfect the system” for testing inbound Hawaii passengers for COVID-19 would be to extend the mandatory preflight testing to four days from three and then require a second test upon arrival, Lt. Gov. Josh Green told the Honolulu Star-Advertiser’s …",https://www.staradvertiser.com/?p=984918,https://www.staradvertiser.com/wp-content/uploads/2020/11/web1_20201128_a6_green-300x200.jpg,2020-11-28T10:06:21Z,The way to “perfect the system” for testing inbound Hawaii passengers for COVID-19 would be to extend the mandatory preflight testing to four days from three and then require a second test upon arriv,Honolulu Star-Advertiser,business
40,,A Black Friday With Masked Shoppers And Booming Online Sales - NPR,Shoppers encountered temperature checks and mall Santas behind plexiglas shields. But online sales may have stolen the show.,https://www.npr.org/sections/coronavirus-live-updates/2020/11/27/939586768/a-black-friday-with-masked-shoppers-and-booming-online-sales,https://media.npr.org/assets/img/2020/11/27/ap_20332645861575_wide-c3db3ca4c8babb3cb2bb50c2678ea644dabd7f95.jpg?s=1400,2020-11-28T04:35:37Z,"Black Friday shoppers wearing face masks wait in line to enter a store at the Glendale Galleria in Glendale, Calif., on Friday.
Ringo H.W. Chiu/AP
Black Friday, traditionally the busiest shopping d",NPR,business
41,,Celebrity Cruises Has No Plans to Offload Ships to Pullmantur - Cruise Hive,Celebrity Cruises has now denied this and there is no plan on selling or leasing any Celebrity cruise ship to the Spanish-based sister line Pullmantur.,https://www.cruisehive.com/celebrity-cruises-has-no-plans-to-offload-ships-to-pullmantur/43618,https://www.cruisehive.com/wp-content/uploads/2019/07/celebrity_cruiseship1.jpg,2020-11-28T03:10:00Z,"Following on from our earlier post that two Celebrity Cruise ships could be heading to Pullmantur Cruises, that seems now not to be the case.
Over the holiday weekend, news started circling that Pul",Cruise Hive,business
